,Comune,Provincia,Tipologia,Categoria,Denominazione,Indirizzo,Frazione,Telefono,FAX,Indirizzo posta elettronica,Sito internet,Periodo apertura,Codice esercizio ricettivo,Partita IVA,Prezzo massimo letto aggiunto,Prezzo massimo consumazione pasto,Prezzo massimo colazione,Numero camere,Numero posti letto,Numero bagni comuni,Numero posti per tipo unità,Tipologia unità,Prezzo,Mobili,Numero posti,Tipologia piazzola,Prezzo piazzola,Numero lavelli,Numero WC,Numero docce,Numero piazzole,Allestimenti stabili,Allestimenti mobili,Capacita ricettiva,Codice servizio,Descrizione servizio,Tipo servizio,Codice altro servizio,Descrizione altro servizio,Denominazione localita turistica,Denominazione annuario localita turistica,Denominazione ente annuario localita turistica,Altitudine localita turistica,Cap localita turistica,Denominazione localita,Altitudine localita,Codice localita,CAP localita,Unnamed: 48
210,CARANO,TRENTO,CAV - RESIDENCE,,RESIDENZA BAGNI & MIRAMONTI,"VIA GIOVANELLI, 67/A",,0462-340729,0462-340729,info@residenzabagni.com,www.residenzabagni.com,annuale,1460971,1026640225.0,,,,8.0,31.0,,3.0,appartamento,140.0,,,,,,,,,,,,,,,,,CARANO,CARANO,A.P.T. VALLE DI FIEMME,1086,38033,CARANO,1086,358,38033,
211,CARISOLO,TRENTO,AFFITTACAMERE,un_sole,AFFITTACAMERE EUREKA,"VIA CAMPIGLIO, 1",,0465-501177,,bareurekacarisolo@gmail.c om,,annuale,1287044,1283760229.0,"5,00",,,6.0,10.0,2.0,1.0,camera-senza-bagno,30.0,,,,,,,,,,,,,,,,,CARISOLO,CARISOLO,A.P.T. MADONNA DI CAMPIGLIO-PINZOLO- VAL RENDENA,818,38080,CARISOLO,808,359,38080,
212,CARISOLO,TRENTO,CASA PER FERIE (TRADIZIONALE),,CASA ALPINA DON BOSCO,"VAL DI GENOVA, 5 - LOC. CAVRIOLE",,02-67627560,,info@donboscocarisolo.it,www.donboscocarisolo.it,annuale,318861285,8612750151.0,,,,37.0,108.0,,1.0,camera-con-bagno,0.0,,,,,,,,,,,,STANN14.campo-calcio-calcetto,Campo da calcio/calcetto,prima-colazione,STANN15.parco-giochi-attrezzato-b,Parco giochi attrezzato per bambini,CARISOLO,CARISOLO,A.P.T. MADONNA DI CAMPIGLIO-PINZOLO- VAL RENDENA,818,38080,CARISOLO,808,359,38080,
213,CARISOLO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,APPARTAMENTI PER VACANZA ANTICA VETRERIA,"LOC. ANTICA VETRERIA, 4-6-10-16",,339 1402580,,m.bonfioli@alice.it,,annuale,311080397,2463680220.0,,,,12.0,86.0,,2.0,appartamento,0.0,,,,,,,,,,,,,,,,,CARISOLO,CARISOLO,A.P.T. MADONNA DI CAMPIGLIO-PINZOLO- VAL RENDENA,818,38080,CARISOLO,808,359,38080,
214,CARISOLO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,HOLIDAYS DOLOMITI,"VIA CAMPIGLIO, 14",,0465-501498,,info@holidaysdolomiti.it,www.holidaysdolomiti.it,annuale,1489015,2382970222.0,,,,18.0,85.0,,4.0,appartamento,195.0,,,,,,,,,,,,,,,,,CARISOLO,CARISOLO,A.P.T. MADONNA DI CAMPIGLIO-PINZOLO- VAL RENDENA,818,38080,CARISOLO,808,359,38080,
215,CARZANO,TRENTO,BED & BREAKFAST,,B&B LE FONTANE - DALLEDONNE ANNA,"VIA VILLA, 20",,0461-766590,,degans@inwind.it,,annuale,279262543,,,,,2.0,7.0,0.0,3.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,CARZANO,CARZANO,A.P.T. VALSUGANA - TESINO,433,38050,CARZANO,433,360,38050,
216,CARZANO,TRENTO,BED & BREAKFAST,,LE ROSE - CAPRA GIOVANNI,"VIA 18 SETTEMBRE, 35",,0461-766177,0461-767942,beb@le-rose.it,,annuale,222825049,,,,,3.0,5.0,0.0,1.0,camera-con-bagno,38.0,,,,,,,,,,,,,,BBqualita,,,CARZANO,CARZANO,A.P.T. VALSUGANA - TESINO,433,38050,CARZANO,433,360,38050,
217,CASTEL CONDINO,TRENTO,OSTELLO PER LA GIOVENTU',,OSTELLO DEI CASTELLANI,"VIA GIOVANNI PRATI, 6",,0465-621969,0465-621969,info@deicastellani.it,www.deicastellani.it,annuale,141841629,2144350226.0,,,"5,00",10.0,18.0,,1.0,camera-con-bagno,30.0,,,,,,,,,,,,,,prima-colazione,,,CASTEL CONDINO,CASTEL CONDINO,CONSORZIO TURISTICO GIUDICARIE E CHIESE,811,38082,CASTEL CONDINO,811,361,38082,
218,CASTELFONDO,TRENTO,BED & BREAKFAST,,B&B RAINA - IANES NADIA,"VIA MOLINET, 10",,347-6931686,,beb.raina@gmail.com,,annuale,319897007,,,,,3.0,5.0,0.0,1.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,CASTELFONDO,CASTELFONDO,A.P.T. VALLE DI NON,948,38020,CASTELFONDO,948,362,38020,
219,CASTELFONDO,TRENTO,CASA PER FERIE (TRADIZIONALE),,MADONNA DELLA NEVE,"LOC. SENTIERI, 12",,339-2192749,,,,annuale,305105728,2373360227.0,,,,14.0,45.0,,1.0,camera-con-bagno,0.0,,,,,,,,,,,,STANN14.campo-calcio-calcetto,Campo da calcio/calcetto,somministrazione-bevande,STANN14.tennis-tavolo,Tennis tavolo - ping pong,CASTELFONDO,CASTELFONDO,A.P.T. VALLE DI NON,948,38020,CASTELFONDO,948,362,38020,
220,CASTELLO-MOLINA DI FIEMME,TRENTO,AFFITTACAMERE,quattro_soli,AFFITTACAMERE CORRADINI,"SALITA ALLA PARROCCHIA, 10",CASTELLO DI FIEMME,0462-341754,0462-341754,info@affittacamerecorradi ni.com,www.affittacamerecorradin i.com,annuale,82979405,1982730226.0,"42,00",,"20,00",6.0,12.0,1.0,2.0,camera-con-bagno,100.0,,,,,,,,,,,,,,prima-colazione,,,CASTELLO - MOLINA DI FIEMME,CASTELLO - MOLINA DI FIEMME,A.P.T. VALLE DI FIEMME,953,38030,CASTELLO DI FIEMME,1005,8887,38030,
221,CASTELLO-MOLINA DI FIEMME,TRENTO,BED & BREAKFAST,,B&B WEBER - WEBER RODOLFO,"VIA TRENTO, 25",CASTELLO DI FIEMME,347-1248697,,rodondo@virgilio.it,,annuale,260660087,,,,,2.0,4.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,CASTELLO - MOLINA DI FIEMME,CASTELLO - MOLINA DI FIEMME,A.P.T. VALLE DI FIEMME,953,38030,CASTELLO DI FIEMME,1005,8887,38030,
222,CASTELLO-MOLINA DI FIEMME,TRENTO,BED & BREAKFAST,,CASA RIZ - CAVADA RIZ ELISABETTA,"VIA ROMA, 12",CASTELLO DI FIEMME,0462-341665,,info@casariz.it,,annuale,1292537,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,85.0,,,,,,,,,,,,,,BBqualita,,,CASTELLO - MOLINA DI FIEMME,CASTELLO - MOLINA DI FIEMME,A.P.T. VALLE DI FIEMME,953,38030,CASTELLO DI FIEMME,1005,8887,38030,
223,CASTELLO-MOLINA DI FIEMME,TRENTO,BED & BREAKFAST,,FAM. AUSERMILLER - MATTIVI IVANA,"VIA MILANO, 20",CASTELLO DI FIEMME,0462-341704,,auser76@alice.it,,annuale,248029928,,,,,2.0,3.0,1.0,1.0,camera-senza-bagno,35.0,,,,,,,,,,,,,,BBqualita,,,CASTELLO - MOLINA DI FIEMME,CASTELLO - MOLINA DI FIEMME,A.P.T. VALLE DI FIEMME,953,38030,CASTELLO DI FIEMME,1005,8887,38030,
224,CASTELLO-MOLINA DI FIEMME,TRENTO,BED & BREAKFAST,,LA TANA DELL'ORSO - DIE BÃRENHÃHLE - DAPRA' ANDREA GIOVANNI,"VIA CEMBRA, 12",MOLINA DI FIEMME,366-6483366,,andrea.dapra@referencetn. it,,annuale,232783696,,,,,2.0,5.0,1.0,2.0,camera-senza-bagno,80.0,,,,,,,,,,,,,,BBqualita,,,CASTELLO - MOLINA DI FIEMME,CASTELLO - MOLINA DI FIEMME,A.P.T. VALLE DI FIEMME,953,38030,MOLINA DI FIEMME,857,50000683,38030,
225,CASTELLO-MOLINA DI FIEMME,TRENTO,BED & BREAKFAST,,MASO TONETO - DELMARCO PAOLO,"VIA DEI TIGLI, 61",PREDAIA,347-6088742,,masotoneto@gmail.com,,annuale,250010296,,,,,3.0,8.0,1.0,2.0,camera-senza-bagno,98.0,,,,,,,,,,,,,,BBqualita,,,CASTELLO - MOLINA DI FIEMME,CASTELLO - MOLINA DI FIEMME,A.P.T. VALLE DI FIEMME,953,38030,PREDAIA,953,8892,38030,
226,CASTELLO-MOLINA DI FIEMME,TRENTO,BED & BREAKFAST,,PICHLER CASA - NICHELA MARILENA PICHLER,"VIA DOLOMITI, 27",CASTELLO DI FIEMME,348-3391752,,pichlercasa@virgilio.it,www.pichlercasa.it,annuale,87182628,,,,,2.0,4.0,1.0,2.0,camera-senza-bagno,116.0,,,,,,,,,,,,,,BBqualita,,,CASTELLO - MOLINA DI FIEMME,CASTELLO - MOLINA DI FIEMME,A.P.T. VALLE DI FIEMME,953,38030,CASTELLO DI FIEMME,1005,8887,38030,
227,CASTELLO-MOLINA DI FIEMME,TRENTO,CASA PER FERIE (TRADIZIONALE),,AL CERVO,LOC. CADINO AL TABIA',,0462-341403,,coopbachelet@diocesitv.it,,annuale,1280685,1575700263.0,"10,00","8,00","4,00",14.0,46.0,,2.0,camera-senza-bagno,62.0,,,,,11.0,11.0,11.0,,,,,,,pranzo,,,CASTELLO - MOLINA DI FIEMME,CASTELLO - MOLINA DI FIEMME,A.P.T. VALLE DI FIEMME,953,38030,CASTELLO-MOLINA DI FIEMME,953,363,38030,
228,CASTELLO TESINO,TRENTO,AFFITTACAMERE,quattro_soli,AI VECCHI MOLINI,"LOC. MOLINI, 17",,348-2295364,,info@aimolini.com,www.aimolini.com,annuale,75472350,1895130225.0,"15,00",,"5,00",5.0,9.0,0.0,1.0,camera-con-bagno,45.0,,,,,,,,,,,,STANN09.Pa17.mb,Mountain Bike,prima-colazione,STANN15.parco-giochi-attrezzato-b,Parco giochi attrezzato per bambini,CASTELLO TESINO,CASTELLO TESINO,A.P.T. VALSUGANA - TESINO,871,38053,CASTELLO TESINO,871,364,38053,
229,CASTELLO TESINO,TRENTO,AFFITTACAMERE,quattro_soli,CANTERBURY,"VIA FRATELLI BALLERIN, 12/B",,0461-594383,0461-592696,info@garnicanterbury.com,www.garnicanterbury.com,annuale,1287296,1745180222.0,"27,00",,"8,00",10.0,14.0,0.0,1.0,camera-con-bagno,35.0,,,,,,,,,,,,,,prima-colazione,,,CASTELLO TESINO,CASTELLO TESINO,A.P.T. VALSUGANA - TESINO,871,38053,CASTELLO TESINO,871,364,38053,
230,CASTELLO TESINO,TRENTO,AFFITTACAMERE,quattro_soli,MASO FRADEA,"LOC. FRADEA, 4",FRADEA,0461-594330,,info@masofradea.it,www.masofradea.it,annuale,214287289,2910760210.0,"40,00",,"10,00",8.0,17.0,0.0,2.0,camera-con-bagno,80.0,,,,,,,,,,,,,,prima-colazione,,,CASTELLO TESINO,CASTELLO TESINO,A.P.T. VALSUGANA - TESINO,871,38053,FRADEA,1050,50000127,38053,
231,CASTELLO TESINO,TRENTO,AFFITTACAMERE,un_sole,AFFITTACAMERE AL CACCIATORE,"LOC. CELADO, 52",CELADO,0461-594681,0461-594681,,,annuale,1285660,2456120225.0,"25,00",,,5.0,9.0,1.0,1.0,camera-con-bagno,35.0,,,,,,,,,,,,,,prima-colazione,,,CASTELLO TESINO,CASTELLO TESINO,A.P.T. VALSUGANA - TESINO,871,38053,CELADO,871,50000126,38053,
232,CASTELLO TESINO,TRENTO,CAMPEGGIO,3stelle,CAMPEGGIO ALICE,LOC. CELADO,CELADO,0461-594018,,campeggioalice@libero.it,www.campeggioalice.it,annuale,1284971,1514750221.0,,,,,,,,piazzola,10.0,,,,,,,,53.0,0.0,0.0,160.0,STANN14.tennis-tavolo,Tennis tavolo - ping pong,,,,CASTELLO TESINO,CASTELLO TESINO,A.P.T. VALSUGANA - TESINO,871,38053,CELADO,871,50000126,38053,
233,CASTELLO TESINO,TRENTO,CAMPEGGIO,3stelle,CASTELTESINO CAMPING,"LOC. SOTTOMOLIZZA, 1",,338-4490234,178-2280236,info@casteltesinocamping. it,www.casteltesinocamping.i t,annuale,1491000,2330820222.0,,,,,,,,piazzola,15.0,,,,,,,,79.0,10.0,0.0,275.0,STANN14.tennis-tavolo,Tennis tavolo - ping pong,,,,CASTELLO TESINO,CASTELLO TESINO,A.P.T. VALSUGANA - TESINO,871,38053,CASTELLO TESINO,871,364,38053,
234,CASTELNUOVO,TRENTO,BED & BREAKFAST,,B&B DE MONTE - DEMONTE ANNALISA,"VIA BROLETTI, 4/1",BROLETTI,347-7559834,,info@bbdemonte.it,www.bbdemonte.it,annuale,229452823,,,,,2.0,8.0,0.0,4.0,camera-con-bagno,240.0,,,,,,,,,,,,,,BBqualita,,,CASTELNUOVO,CASTELNUOVO,A.P.T. VALSUGANA - TESINO,348,38050,BROLETTI,348,50000128,38050,
235,CASTELNUOVO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,CASA GABRIELLA,"PIAZZA MUNICIPIO, 10",,0461-762431,0461-763720,info@casagabriella-valsug ana.it,,annuale,202142788,485500227.0,,,,4.0,17.0,,4.0,appartamento,130.0,,,,,,,,,,,,,,,,,CASTELNUOVO,CASTELNUOVO,A.P.T. VALSUGANA - TESINO,348,38050,CASTELNUOVO,348,365,38050,
236,CAVALESE,TRENTO,AFFITTACAMERE,tre_soli,MASO VAIA,"VIA VIAZZI LONGHI, 3",MASI DI CAVALESE,0462-230827,,masovaia@yahoo.it,www.masovaia.it,annuale,1287497,1868180223.0,"20,00","15,00","5,00",6.0,11.0,0.0,1.0,camera-con-bagno,45.0,,,,,,,,,,,,,,cena,,,CAVALESE,CAVALESE,A.P.T. VALLE DI FIEMME,1000,38033,MASI DI CAVALESE,875,8920,38033,
237,CAVALESE,TRENTO,BED & BREAKFAST,,B&B EL MOLIN - NONES CHRISTINE,"VIA DEI MOLINI, 3",,348-6718831,,info@bebelmolin.it,www.bebelmolin.it,annuale,197077854,,,,,2.0,4.0,1.0,2.0,camera-senza-bagno,70.0,,,,,,,,,,,,,,BBqualita,,,CAVALESE,CAVALESE,A.P.T. VALLE DI FIEMME,1000,38033,CAVALESE,1000,366,38033,
238,CAVALESE,TRENTO,BED & BREAKFAST,,B&B SEPPI- SEPPI VIVIANA,"VIA MARCO, 38",,366-4436412,,bebseppi@pec.it,www.bebseppi.it,annuale,196814663,,,,,4.0,9.0,0.0,2.0,camera-con-bagno,100.0,,,,,,,,,,,,,,BBqualita,,,CAVALESE,CAVALESE,A.P.T. VALLE DI FIEMME,1000,38033,CAVALESE,1000,366,38033,
239,CAVALESE,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST VILLA MARIA - FONTANAZZI SONIA,"VIA DAIANO, 3",,0462-340484,,sonia.fontanazzi@fastwebn et.it,,annuale,227267904,,,,,4.0,8.0,1.0,1.0,camera-con-bagno,70.0,,,,,,,,,,,,,,BBqualita,,,CAVALESE,CAVALESE,A.P.T. VALLE DI FIEMME,1000,38033,CAVALESE,1000,366,38033,
240,CAVALESE,TRENTO,BED & BREAKFAST,,CASA BAZZANELLA - CRISTOFOLETTI CLARA,"VIA CARANO, 32",,0462-341468,0462-341468,casabazzanella@gmail.com,,annuale,209734335,,,,,3.0,8.0,1.0,2.0,camera-con-bagno,70.0,,,,,,,,,,,,,,BBqualita,,,CAVALESE,CAVALESE,A.P.T. VALLE DI FIEMME,1000,38033,CAVALESE,1000,366,38033,
241,CAVALESE,TRENTO,BED & BREAKFAST,,IL NIDO - CHELODI COMAI ANNA,"VIA PILLOCCO, 1",,333-4478600,,rosellacomai@hotmail.com,,annuale,1291437,,,,,1.0,3.0,0.0,3.0,camera-con-bagno,105.0,,,,,,,,,,,,,,BBqualita,,,CAVALESE,CAVALESE,A.P.T. VALLE DI FIEMME,1000,38033,CAVALESE,1000,366,38033,
242,CAVALESE,TRENTO,CAV - APPARTAMENTO PER VACANZE,,CASE E APPARTAMENTI PER VACANZE MASO CHELO',LOC. CHELO',,0462-342014,,info@appartamentichelodi. it,www.appartamentichelodi.i t,annuale,260057201,1320550229.0,,,,4.0,28.0,,6.0,appartamento,0.0,,,,,,,,,,,,,,,,,CAVALESE,CAVALESE,A.P.T. VALLE DI FIEMME,1000,38033,CAVALESE,1000,366,38033,
243,CAVALESE,TRENTO,CAV - APPARTAMENTO PER VACANZE,,CASE E APPARTAMENTI PER VACANZE VILLA MIRABELL,VIA MARCO,,0462-342014,,info@appartamentichelodi. it,www.appartamentichelodi.i t,annuale,260340722,1320550229.0,,,,3.0,20.0,,4.0,appartamento,0.0,,,,,,,,,,,,,,,,,CAVALESE,CAVALESE,A.P.T. VALLE DI FIEMME,1000,38033,CAVALESE,1000,366,38033,
244,CAVALESE,TRENTO,CAV - APPARTAMENTO PER VACANZE,,LE PLEJADI APPARTAMENTI,"VIA MARCO, 95",,0544-972383,,info@solnostrum.it,,annuale,306759662,1288180399.0,,,,8.0,56.0,,4.0,appartamento,0.0,,,,,,,,,,,,,,,,,CAVALESE,CAVALESE,A.P.T. VALLE DI FIEMME,1000,38033,CAVALESE,1000,366,38033,
245,CAVALESE,TRENTO,CAV - APPARTAMENTO PER VACANZE,,VOLPE ROSSA,"VIA AURORA, 2",,0462-232430,0462-232504,p.gilmozzi@sgsfuture.it,www.volperossa.it,annuale,216228201,1497880222.0,,,,3.0,17.0,,5.0,appartamento,250.0,,,,,,,,,,,,STANN14.percorso-vita,Percorso vita,,,,CAVALESE,CAVALESE,A.P.T. VALLE DI FIEMME,1000,38033,CAVALESE,1000,366,38033,
246,CAVALESE,TRENTO,CAV - CASA PER VACANZE,,DES ALPES,"LOC. MARCO, 1",MARCO,0461-930460,0461-930781,info@trentinoresidences.i t,www.trentinoresidences.it,annuale,1282851,,,,,42.0,224.0,,2.0,appartamento,220.0,,,,,,,,,,,,,,,,,CAVALESE,CAVALESE,A.P.T. VALLE DI FIEMME,1000,38033,MARCO,953,50000132,38033,
247,CAVALESE,TRENTO,CAV - RESIDENCE,,EL TABIA' DEL MARGARITO,"VIA CHIESA, 66",,0462-341542,0462-341542,info@appartamentieltabia. it,www.appartamentieltabia.i t,annuale,217269492,2255860229.0,,,,5.0,15.0,,2.0,appartamento,150.0,,,,,,,,,,,,STANN03.bagno-turco,Bagno turco,,,,CAVALESE,CAVALESE,A.P.T. VALLE DI FIEMME,1000,38033,CAVALESE,1000,366,38033,
248,CAVARENO,TRENTO,AFFITTACAMERE,tre_soli,DAI STONERI,"VIA ROEN, 2",,347-5007510,,dai.stoneri@alice.it,www.daistoneri.it,annuale,1452439,1883400226.0,"33,00",,"5,00",6.0,16.0,0.0,2.0,camera-con-bagno,66.0,,,,,,,,,,,,STANN03.bagno-turco,Bagno turco,prima-colazione,STANN03.sauna,Sauna,CAVARENO,CAVARENO,A.P.T. VALLE DI NON,972,38011,CAVARENO,973,367,38011,
249,CAVARENO,TRENTO,AFFITTACAMERE,un_sole,ROEN STUBE,"LOC. CAMPI GOLF, 26",,0471-632242,0471-632242,markussullmann@hotmail.co m,www.roenstube.com,annuale,1287283,2564780217.0,"20,00",,,3.0,7.0,0.0,2.0,camera-con-bagno,50.0,,,,,,,,,,,,,,,,,CAVARENO,CAVARENO,A.P.T. VALLE DI NON,972,38011,CAVARENO,973,367,38011,
250,CAVARENO,TRENTO,AFFITTACAMERE,un_sole,VILLA S. ANTONIO MARIA ZACCARIA,"VIA G. MARCONI, 9",,0463-831291,0463-831291,,,annuale,33134913,3814460378.0,"5,00",,"5,00",7.0,11.0,0.0,1.0,camera-con-bagno,70.0,,,,,,,,,,,,STANN14.campo-basket-volley,Campo basket/volley,prima-colazione,STANN14.campo-bocce,Campo bocce,CAVARENO,CAVARENO,A.P.T. VALLE DI NON,972,38011,CAVARENO,973,367,38011,
251,CAVARENO,TRENTO,CASA PER FERIE (TRADIZIONALE),,CASA S. LUIGI,"VIA G. MARCONI, 9",,0463-831291,0463-831291,assosluca@libero.it,,annuale,1280527,1515360228.0,"15,00","15,00","7,00",32.0,93.0,,1.0,camera-con-bagno,18.0,,,,,,,,,,,,STANN14.campo-bocce,Campo bocce,prima-colazione,STANN14.campo-bocce,Campo bocce,CAVARENO,CAVARENO,A.P.T. VALLE DI NON,972,38011,CAVARENO,973,367,38011,
252,CAVEDAGO,TRENTO,CAV - RESIDENCE,,RESIDENCE STELLA DELLE ALPI,"VIA DE LA VIOLA, 10",,0461-654366,,residence@adrianogeometra viola.it,,annuale,227312704,1980740227.0,,,,11.0,40.0,,3.0,appartamento,155.0,,,,,,,,,,,,STANN14.palestra,Palestra,,,,CAVEDAGO,CAVEDAGO,"A.P.T. DOLOMITI DI BRENTA, ALTOPIANO DELLA PAGANELLA",864,38010,CAVEDAGO,864,368,38010,
253,CAVEDINE,TRENTO,BED & BREAKFAST,,B&B DA MAIRA - DECENNIO MAIRA,"VIA PALON, 17",VIGO CAVEDINE,,,,,annuale,310404644,,,,,4.0,6.0,2.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,CAVEDINE,CAVEDINE,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",529,38073,VIGO CAVEDINE,615,8952,38070,
254,CAVEDINE,TRENTO,BED & BREAKFAST,,BED & BREAKFAST AL REMO'N - LEVER NADIA,"VIA LUNGO LAGO, 23 - LAGO DI CAVEDINE",,392-4850655,,info@bebalremon.it,,annuale,316430703,,,,,2.0,3.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,CAVEDINE,CAVEDINE,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",529,38073,CAVEDINE,504,369,38073,
255,CAVEDINE,TRENTO,BED & BREAKFAST,,THE TRUFFULA TREE - PLESS ROBERT JUERGEN,"VIA CASINA, 3",VIGO CAVEDINE,342-3516922,,robertopless@yahoo.it,,annuale,305780328,,,,,2.0,4.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,CAVEDINE,CAVEDINE,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",529,38073,VIGO CAVEDINE,615,8952,38070,
256,CAVEDINE,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,CASA PER FERIE CRISTOFOLINI,"VIA S. UDALRICO, 1 - VIA NUOVA, 1",VIGO CAVEDINE,0461-866939,0461-868738,casaperferiecristofolini@ yahoo.it,,annuale,1611066,,,,,26.0,76.0,,76.0,camera-con-bagno,1000.0,,,,,,,,,,,,,,,,,CAVEDINE,CAVEDINE,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",529,38073,VIGO CAVEDINE,615,8952,38073,
257,CAVIZZANA,TRENTO,AFFITTACAMERE,un_sole,AFFITTACAMERE SAN MARTINO,"S.V. CIV., 26/A",,0463-900222,,locanda.cavizzana@gmail.c om,,annuale,1287215,1580830220.0,"25,00",,,4.0,7.0,0.0,1.0,camera-con-bagno,25.0,,,,,,,,,,,,,,,,,CAVIZZANA,CAVIZZANA,"A.P.T. VALLI DI SOLE, PEJO E RABBI",710,38022,CAVIZZANA,710,370,38022,
258,CINTE TESINO,TRENTO,BED & BREAKFAST,,AI MARCHETINI - TESSARO ANNALISA,LOC. MONTE MEZZA,MONTE MEZZA,349 2841585,,braus@interfree.it,,annuale,299170318,,,,,3.0,8.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,CINTE TESINO,CINTE TESINO,A.P.T. VALSUGANA - TESINO,850,38050,MONTE MEZZA,1150,50000223,38050,
259,CINTE TESINO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST BIKE IL CAMOSCIO DEL LAGORAI - MEZZANOTTE MIRCO,"VIA DEL MOLETA, 23",,327-9184910,,mirco.camoscio@libero.it,,annuale,317663950,,,,,3.0,5.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,CINTE TESINO,CINTE TESINO,A.P.T. VALSUGANA - TESINO,850,38050,CINTE TESINO,850,375,38050,
260,CINTE TESINO,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,CASA DEL PERTEGANTE,"VIA DEL PERTEGANTE, 40",,0461-1597612,,artico@pec.articoimpresas ociale.it,www.articoimpresasociale. it,annuale,323625128,2316360227.0,,,,19.0,51.0,,51.0,camera-con-bagno,0.0,,,,,18.0,16.0,9.0,,,,,,,,,,CINTE TESINO,CINTE TESINO,A.P.T. VALSUGANA - TESINO,850,38050,CINTE TESINO,850,375,38050,
261,CIS,TRENTO,AFFITTACAMERE,un_sole,AFFITTACAMERE MOSTIZZOLO,"FRAZ. MOSTIZZOLO, 10",MOSTIZZOLO,0463-535012,,danielmontelli@libero.it,,annuale,1285404,2172090223.0,,"15,00","8,00",5.0,9.0,1.0,1.0,camera-senza-bagno,22.0,,,,,,,,,,,,,,pranzo,,,CIS,CIS,A.P.T. VALLE DI NON,732,38020,MOSTIZZOLO,732,50000224,38020,
262,CIVEZZANO,TRENTO,BED & BREAKFAST,,INCARTA SOGNI - MAJOCCHI ANNA MARIA BARBARA,"FRAZ. MAGNAGO, 9",MAGNAGO,349 2261647,,annamajo3@yahoo.it,,annuale,292428557,,,,,3.0,10.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,CIVEZZANO,CIVEZZANO,A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,483,38045,MAGNAGO,483,9038,38045,
263,CLES,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST BRENTA - TOMASINI ANGELI ENRICA,"VIA CASTELLO, 7",,3337917266,,bbbrenta@hotmail.com,it.bbbrenta.com,annuale,239313030,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,70.0,,,,,,,,,,,,,,BBqualita,,,CLES,CLES,A.P.T. VALLE DI NON,658,38023,CLES,658,378,38023,
264,CLES,TRENTO,BED & BREAKFAST,,CASA REDOLFI - FINETTI MARISA,"VIA TIBERIO CLAUDIO, 8",,349-3513736,,info@casaredolfi.it,www.casaredolfi.it,annuale,1488554,,,,,3.0,6.0,1.0,2.0,camera-con-bagno,80.0,,,,,,,,,,,,,,BBqualita,,,CLES,CLES,A.P.T. VALLE DI NON,658,38023,CLES,658,378,38023,
265,CLES,TRENTO,BED & BREAKFAST,,INCANTO - MIGAZZI MAURA,"FRAZ. MAIANO, 7",MAIANO,347-2736738,,incantocles@gmail.com,,annuale,263590348,,,,,2.0,6.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,CLES,CLES,A.P.T. VALLE DI NON,658,38023,MAIANO,658,9064,38023,
266,CLES,TRENTO,CAV - APPARTAMENTO PER VACANZE,,BORGO ROSSI CLES,"VIA E. CHINI, 19",,0461-652327,0461-1632023,info@borgorossi.com,www.borgorossi.com,annuale,209091289,2131120228.0,,,,1.0,4.0,,4.0,appartamento,200.0,,,,,,,,,,,,,,,,,CLES,CLES,A.P.T. VALLE DI NON,658,38023,CLES,658,378,38023,
