"Numero sentiero tratta";"Competenza";"Denominazione";"Difficoltà";"Località inizio";"Località fine";"Quota inizio";"Quota fine";"Quota minima";"Quota massima";"Lunghezza plaminetrica";"Lunghezza inclinata";"Tempo andata";"Tempo ritorno";"Gruppo montagne interessate";"Comuni toccati";
"E504";"SEZ. SAT PREDAZZO";"";"E";"AL FOL - frazione di Predazzo";"GAMITSCHER ALM - strada per Pampeago";1,050;2,006;1,050;2,121;7,000;7,130;"03:30";"02:40";"LATEMAR";"Predazzo, Tesero";
"E509";"SEZ. SAT PREDAZZO, SEZ. SAT TESERO";"SENTIERO ATTREZZATO DI VAL AVERTA SAA - EE";"EE";"ZIANO - frazione Zanon";"BAITO LA BASSA (b.514-523-525)";990;2,160;990;2,194;9,100;9,270;"05:00";"04:00";"CORNACCI - MONTE AGNELLO";"Ziano di Fiemme, Panchià, Tesero";
"E509A";"SEZ. SAT TESERO";"";"EE";"MANDRA DELE BESSE (b.514)";"LA PORTA (b.509)";2,100;2,155;2,100;2,155;400;410;"00:15";"00:10";"CORNACCI - MONTE AGNELLO";"Tesero";
"E510";"SEZ. SAT TESERO, SEZ. SAT PREDAZZO";"";"E";"PANCHIA'";"VAN DE PELENZANA (b.515-515B)";1,015;2,130;1,015;2,130;8,420;8,570;"04:30";"03:30";"CORNACCI - MONTE AGNELLO";"Panchià, Tesero, Ziano di Fiemme";
"E511";"SEZ. SAT PREDAZZO";"VIA FERRATA DEI CAMPANILI DEL LATEMAR VF - EEA-D";"EEA-D";"FORCELLA DEI CAMPANILI (b.516)";"FORCELLA GRANDE - Bivacco \"Mario Rigatti\"";2,600;2,620;2,600;2,740;1,100;1,140;"01:30";"01:30";"LATEMAR";"Predazzo";
"E513";"SEZ. SAT TESERO";"SENTIERO ATTREZZATO DELLE DOLAE VF - EEA - F - tra quota 1850 e q. 1920";"EEA-F";"QUATTRO STRADE - BOSSEDEL (b.518)";"BAITO ARMENTAGIOLA (b.523)";1,071;2,130;1,071;2,130;7,440;7,610;"03:30";"02:50";"CORNACCI - MONTE AGNELLO";"Tesero";
"E514";"SEZ. SAT TESERO";"TROSO DE CORNON";"E";"STAZIONE SEGGIOVIA TRESCA - parcheggio";"pr. CASERA VECIA (b.510";1,865;1,740;1,740;2,160;5,710;5,810;"02:10";"02:10";"CORNACCI - MONTE AGNELLO";"Tesero";
"E515";"SEZ. SAT PREDAZZO";"";"E";"PONTE DELLE COSTE - Predazzo";"PASSO DEL FEUDO (b.504-516)";1,018;2,121;1,018;2,210;7,960;8,190;"04:30";"03:50";"CORNACCI - MONTE AGNELLO";"Predazzo, Tesero";
"E515B";"SEZ. SAT PREDAZZO";"";"E";"VAL GARDONE' (b.504)";"VAN DE PELENZANA (b.510-515)";1,400;2,130;1,400;2,130;5,000;5,080;"02:20";"01:40";"CORNACCI - MONTE AGNELLO";"Predazzo";
"E516";"SEZ. SAT PREDAZZO";"";"E";"FORNO";"PASSO DEL FEUDO (b.504-515)";1,124;2,121;1,124;2,691;13,290;13,580;"06:50";"05:50";"LATEMAR";"Predazzo";
"E516B";"SEZ. SAT PREDAZZO";"";"E";"BIVACCO LATEMAR \"ATTILIO SIEFF\" (b.516)";"VERSANTE E CORNO D'EGA (b.516)";2,365;2,575;2,365;2,575;1,400;1,420;"00:40";"00:30";"LATEMAR";"Predazzo";
"E517";"SEZ. SAT MOENA";"";"E";"PASSO CAREZZA - Jouf de Ciareja  (b.519)";"INIZIO VALSORDA - EL FORN (b.516)";1,752;1,165;1,165;2,273;10,590;10,800;"04:40";"05:40";"LATEMAR";"Vigo di Fassa, Moena, Predazzo";
"E517B";"SEZ. SAT MOENA";"";"E";"PIAN DE VALACE (b.517)";"SFORCELA PICCOLA DEL LATEMAR - bivio 18-AVS";1,983;2,526;1,983;2,526;1,450;1,550;"01:30";"01:00";"LATEMAR";"Predazzo, Moena";
"E518";"SEZ. SAT TESERO";"TROSO DELLE SPIASE";"E";"QUATTRO STRADE - BOSSEDEL (b.513)";"ARMENTAGIOLA - o Sella de Slavin (b.523-525)";1,071;2,152;1,071;2,189;4,890;5,080;"03:40";"02:40";"CORNACCI - MONTE AGNELLO";"Tesero";
"E518A";"SEZ. SAT TESERO";"";"E";"BUSE DELLE DOLAE (b.513)";"SFORCELIN (b.518)";1,830;1,847;1,830;1,847;540;550;"00:15";"00:15";"CORNACCI - MONTE AGNELLO";"Tesero";
"E519";"SEZ. SAT MOENA";"";"E";"MOENA - PIAZ SCOPOL";"PASSO CAREZZA - Jouf  de Ciareja (b.517)";1,172;1,752;1,172;1,752;6,790;6,860;"02:35";"02:00";"LATEMAR";"Moena";
"E519A";"SEZ. SAT MOENA";"";"E";"ROA FRATA  (b.521)";"TAL CRISTO (b.519)";1,415;1,422;1,334;1,422;2,200;2,220;"00:50";"00:40";"LATEMAR";"Moena";
"E520";"SEZ. SAT MOENA";"";"E";"PALA DA RIF (b.519)";"COL DA LA CHIUSA - bivio SS 241 - km 5,7";1,220;1,700;1,220;1,700;3,630;3,710;"01:40";"01:10";"CATINACCIO";"Moena, Soraga, Vigo di Fassa";
"E521";"SEZ. SAT MOENA";"";"E";"SORT - frazione di Moena";"SFORCELA DEL FONTANEL - o del Toac' (b.517)";1,255;2,273;1,255;2,319;5,460;5,620;"03:20";"02:30";"LATEMAR";"Moena";
"E521A";"SEZ. SAT MOENA";"TROI DE LA SCONTRADA LADINA";"E";"PENIA VIA L'EGA (b.521B)";"CHELA BOA - MEDIL (b.517)";1,460;1,337;1,286;1,460;1,930;1,970;"00:50";"01:00";"LATEMAR";"Moena";
"E521B";"SEZ. SAT MOENA";"";"E";"CIANCEL - pr. PENIA (b.521)";"COI DA LA PAUSSA - L PRA  (b.517)";1,468;1,528;1,460;1,570;1,510;1,550;"00:30";"00:30";"LATEMAR";"Moena, Predazzo";
"E522";"SEZ. SAT TESERO, SEZ. SAT PREDAZZO";"TROSO DE LA MANDROLINA";"E";"VAL DE CORNON (b.510)";"DORSALE SE MONTE AGNELLO (b.515)";1,280;2,175;1,280;2,194;6,680;6,840;"04:00";"03:10";"CORNACCI - MONTE AGNELLO";"Panchià, Ziano di Fiemme";
"E523";"SEZ. SAT TESERO";"TROSO DE SLAVIN";"E";"PONTE DE VASA - Val de Stava";"BAITO LA BASSA (b.509-514-525)";1,330;2,160;1,330;2,160;5,140;5,280;"03:00";"02:20";"CORNACCI - MONTE AGNELLO";"Tesero";
"E524";"SEZ. SAT MOENA";"";"E";"BRENZ - LE PALUE (b.519)";"VAL DO PENIOLA (b.517)";1,458;2,047;1,458;2,047;2,080;2,170;"01:40";"01:10";"LATEMAR";"Moena, Vigo di Fassa";
"E525";"SEZ. SAT TESERO";"SENTIERO DOSS DEI BRANCHI";"E";"ARMENTAGIOLA - o Sella de Slavin (b.518-523)";"BAITO LA BASSA (b.519-514-523)";2,152;2,160;2,152;2,274;1,620;1,640;"01:00";"01:00";"CORNACCI - MONTE AGNELLO";"Tesero";
"E528";"SEZ. SAT ALTA VAL DI FASSA";"";"E";"SECOL - I PINS (b.529)";"PEDONEL AUT (b.530)";1,623;2,213;1,623;2,213;2,600;2,700;"01:45";"01:00";"SASSOLUNGO";"Campitello di Fassa";
"E529";"SEZ. SAT ALTA VAL DI FASSA";"";"E";"CAMPITELLO DI FASSA/CIAMPEDEL";"RIFUGIO DES ALPES (b.530)";1,414;2,400;1,414;2,400;4,680;4,840;"03:00";"02:00";"SASSOLUNGO";"Campitello di Fassa";
"E530";"SEZ. SAT ALTA VAL DI FASSA";"";"E";"GRIES - PIAZ";"RIFUGIO DES ALPES (b.529)";1,440;2,400;1,440;2,400;4,840;4,980;"02:45";"02:00";"SASSOLUNGO";"Canazei, Campitello di Fassa";
"E532";"SEZ. SAT ALTA VAL DI FASSA";"";"E";"RIFUGIO MICHELUZZI";"PAS DE DURON - Sella Cresta Nera (b.594)";1,847;2,204;1,847;2,204;5,870;5,930;"01:50";"01:30";"CATINACCIO";"Campitello di Fassa";
"E533";"SEZ. SAT ALTA VAL DI FASSA";"";"E";"PONTONS - presso Rifugio Micheluzzi (b.532)";"RIFUGIO SASSOPIATTO (b.557-594)";1,864;2,301;1,864;2,301;3,100;3,150;"01:45";"01:15";"SASSOLUNGO";"Campitello di Fassa";
"E533A";"SEZ. SAT ALTA VAL DI FASSA";"";"E";"MALGA SASSOPIATTO - o del Luch (b.533)";"QUOTA 2300 (b.557)";2,248;2,300;2,248;2,300;420;430;"00:15";"00:10";"SASSOLUNGO";"Campitello di Fassa";
"E539";"SEZ. SAT POZZA DI FASSA";"";"E";"RIFUGIO PAOLINA (b.552)";"AQUILA - Monumento \"T. Christomannos\" (b.549)";2,125;2,349;2,125;2,349;1,000;1,030;"00:20";"00:15";"CATINACCIO";"Vigo di Fassa";
"E540";"RIF. CIAMPEDÍE";"";"E";"RIFUGIO CIAMPED?E (b.543-544-545)";"GARDECIA (b.546-583)";1,992;1,948;1,948;1,992;3,190;3,210;"00:50";"00:50";"CATINACCIO";"Vigo di Fassa, Pozza di Fassa";
"E541";"RIF. RODA DI VAEL, RIF. VAIOLET";"";"E";"RIFUGIO RODA DI VAEL (b.545-548-549)";"pr. RIFUGI VAIOLET e PREUSS (b.546)";2,275;2,200;2,200;2,550;5,900;5,970;"02:20";"02:30";"CATINACCIO";"Vigo di Fassa, Pozza di Fassa";
"E542";"SEZ. SAT O.C.";"VIA FERRATA DEL GARTL - VF - EEA-F";"EEA";"RIFUGI VAIOLET e PREUSS (b.546-584)";"PASSO SANTNER";2,246;2,734;2,246;2,734;1,500;1,590;"01:20";"01:00";"CATINACCIO";"Pozza di Fassa";
"E543";"RIF. CIAMPEDÍE";"";"E";"PERA DE SOT";"RIFUGIO CIAMPEDIE (b.540-544-545)";1,326;1,992;1,326;1,992;3,400;3,480;"02:00";"01:45";"CATINACCIO";"Pozza di Fassa, Vigo di Fassa";
"E543B";"SEZ. SAT POZZA DI FASSA";"";"E";"POZZA DI FASSA/POZA - località Chieva";"PRA REPE (b.543)";1,304;1,550;1,304;1,550;1,200;1,230;"00:40";"00:30";"CATINACCIO";"Pozza di Fassa";
"E544";"RIF. CIAMPEDÍE";"";"E";"VIGO DE FASSA/VICH";"RIFUGIO CIAMPEDIE (b.540-543-545)";1,418;1,992;1,418;1,992;3,400;3,470;"01:45";"01:15";"CATINACCIO";"Vigo di Fassa";
"E544B";"SEZ. SAT POZZA DI FASSA";"";"E";"POZZA DI FASSA/POZA";"PRA SALORN (b.544)";1,304;1,614;1,304;1,614;2,120;2,150;"01:10";"00:45";"CATINACCIO";"Vigo di Fassa, Pozza di Fassa";
"E545";"RIF. CIAMPEDÍE, RIF. RODA DI VAEL";"ALTA VIA DEI FASSANI";"E";"RIFUGIO CIAMPIDE (b.540-543-544)";"RIFUGIO RODA DE VAEL (b.541-548-549)";1,992;2,275;1,970;2,275;4,500;4,560;"01:45";"01:30";"CATINACCIO";"Vigo di Fassa";
"E546";"RIF. VAIOLET";"";"E";"GARDECIA (b.540-583)";"RIFUGI VAIOLET e PREUSS (b.542-584)";1,948;2,246;1,948;2,246;1,800;1,840;"01:00";"00:45";"CATINACCIO";"Pozza di Fassa";
"E547";"RIF. RODA DI VAEL";"";"E";"PONT DE VAL - VIGO-VICH";"MALGA/STALON DE VAEL  (b.545)";1,402;2,028;1,402;2,028;4,870;4,970;"02:15";"01:40";"CATINACCIO";"Vigo di Fassa";
"E548";"RIF. RODA DI VAEL";"";"E";"PARCHEGGIO VALATE - presso Passo Carezza";"RIFUGIO RODA DI VAEL (b.541-545-549)";1,752;2,275;1,752;2,275;3,400;3,460;"01:45";"01:15";"CATINACCIO";"Vigo di Fassa";
"E549";"RIF. RODA DI VAEL";"SENTIERO DEL MASARE'";"E";"RIFUGIO RODA DI VAEL(b.541-545-548)";"* RIFUGIO \"ALEARDO FRONZA\" ALLE CORONELLE";2,275;2,339;2,260;2,349;5,490;5,530;"01:40";"01:40";"CATINACCIO";"Vigo di Fassa";
"E550";"SEZ. SAT POZZA DI FASSA";"";"EE";"L COULER (b.540)";"PAS DA LE CORONELE";1,950;2,630;1,950;2,630;2,590;2,690;"02:00";"01:20";"CATINACCIO";"Pozza di Fassa";
"E551";"RIF. RODA DI VAEL";"";"EE";"PAEL DE SORA (b.541)";"PAS DAL VAIOLON";2,350;2,560;2,350;2,560;1,600;1,620;"00:50";"00:40";"CATINACCIO";"Vigo di Fassa";
"E552";"SEZ. SAT POZZA DI FASSA";"";"E";"PASSO CAREZZA - JOUF CIAREJA";"QUOTA 2300   (b.549)";1,745;2,300;1,745;2,300;4,000;4,050;"01:40";"01:15";"CATINACCIO";"Vigo di Fassa";
"E555";"RIF. ANTERMOIA";"";"E";"FRIGHELA - PALAZINA (b.532)";"PAS DE CIAREJOLES (b.578)";1,955;2,282;1,955;2,282;2,700;2,740;"01:20";"01:00";"CATINACCIO";"Campitello di Fassa";
"E556";"SEZ. SAT MOENA";"";"E";"BARBIDA - SORAGA";"PRA DE CAROLINA (b.520)";1,244;1,695;1,244;1,695;3,600;3,650;"01:30";"01:10";"CATINACCIO";"Soraga, Vigo di Fassa";
"E556B";"SEZ. SAT MOENA";"";"E";"BOSCH DI BAIC (b.571)";"pr. COSTA BERGOUSA (b.556)";1,475;1,670;1,475;1,670;1,780;1,810;"01:05";"00:50";"LATEMAR";"Soraga, Vigo di Fassa";
"E557";"SEZ. SAT ALTA VAL DI FASSA";"SENTIERO \"FRIEDERCH AUGUST\"";"E";"PASSO SELLA - JOUF DE SELA";"RIFUGIO SASSOPIATTO (b.533-594)";2,193;2,301;2,193;2,318;5,790;5,850;"02:15";"02:00";"SASSOLUNGO";"Canazei, Campitello di Fassa";
"E571";"SEZ. SAT MOENA";"";"E";"SESTER - frazione di Soraga";"COL DA LA POLENTA  (b.520)";1,258;1,570;1,258;1,570;1,750;1,800;"01:10";"00:55";"CATINACCIO";"Soraga";
"E573";"SEZ. SAT CAVALESE";"";"E";"LA CHIUSA";"PASSO OCLINI";1,403;1,980;1,403;2,030;5,560;5,660;"02:40";"02:15";"CORNO NERO - PALA DI SANTA";"Varena";
"E574";"SEZ. SAT CAVALESE";"";"E";"PASSO DI LAVAZE'";"CIMA PALA DI SANTA";1,802;2,488;1,802;2,488;3,500;3,590;"02:00";"01:30";"CORNO NERO - PALA DI SANTA";"Varena, Tesero";
"E577";"SEZ. SAT ALTA VAL DI FASSA";"";"E";"FONTANAZZO DI SOTTO - FONTANC DE SOT";"CAMERLOI (b.580)";1,382;2,200;1,382;2,200;6,200;6,300;"02:40";"02:00";"CATINACCIO";"Mazzin";
"E578";"RIF. ANTERMOIA";"SENTIERO DELLE CIAREGOLE";"E";"ZOPEI - TIEJES DEL MUCIA (b.532)";"BUJA DE SENT ANTONE (b.580)";1,890;2,270;1,890;2,282;2,300;2,360;"01:30";"01:15";"CATINACCIO";"Campitello di Fassa, Mazzin";
"E579";"SEZ. SAT POZZA DI FASSA";"";"E";"RONC - RONCH";"PARADORES - VAL DE UDAI (b.580)";1,484;1,630;1,484;1,630;1,800;1,810;"00:45";"00:30";"CATINACCIO";"Mazzin, Pozza di Fassa";
"E580";"SEZ. SAT ALTA VAL DI FASSA";"SENTIERO DI VAL UDAI";"E";"MAZIN - RUF DE UDAI";"RIFUGIO ANTERMOIA (b.583-584)";1,372;2,496;1,372;2,516;6,400;6,560;"03:30";"02:40";"CATINACCIO";"Mazzin";
"E583";"SEZ. SAT POZZA DI FASSA, RIF. ANTERMOIA";"VIA FERRATA DELLE SCALETTE - VF - EEA-PD";"EEA-PD";"GARDECIA (b.540-546)";"RIFUGIO ANTERMOIA (b.580-584)";1,948;2,496;1,948;2,700;6,990;7,100;"03:30";"02:50";"CATINACCIO";"Pozza di Fassa, Mazzin";
"E583B";"RIF. ANTERMOIA";"";"EE";"PAS DE LAUSSA (b.583)";"PAS DE ANTERMOA (b.584)";2,700;2,770;2,700;2,882;1,410;1,460;"01:10";"01:00";"CATINACCIO";"Mazzin";
"E584";"RIF. VAIOLET, RIF. ANTERMOIA";"";"E";"RIFUGI VAIOLET e PREUSS (b.542-546)";"RIFUGIO ANTERMOIA (b.580-583)";2,246;2,496;2,246;2,770;5,200;5,310;"02:30";"02:10";"CATINACCIO";"Pozza di Fassa, Mazzin";
"E585";"SEZ. SAT O.C.";"VIA FERRATA DEL CATINACCIO D'ANTERMOIA VF - EEA-PD";"EEA-PD";"RIFUGIO PASSO PRINCIPE (b.584)";"VALON D'ANTERMOA  (b.584)";2,601;2,650;2,601;3,004;2,300;2,430;"03:00";"03:00";"CATINACCIO";"Pozza di Fassa, Mazzin";
"E594";"SEZ. SAT ALTA VAL DI FASSA";"";"E";"RIFUGIO SASSOPIATTO (b.533-557)";"RIFUGIO ALPE DI TIRES";2,301;2,440;2,203;2,440;6,500;6,540;"02:15";"02:10";"SASSOLUNGO";"Campitello di Fassa";
"E601";"SEZ. SAT ALTA VAL DI FASSA";"VIEL DEL PAN";"E";"PASSO PORDOI-JOUF DE PORDOI (b.627)";"FEDAA RIF. \"ETTORE CASTIGLIONI\" (b.605-698)";2,239;2,054;2,054;2,432;7,120;7,190;"02:50";"03:00";"PADON";"Canazei";
"E601A";"SEZ. SAT ALTA VAL DI FASSA";"";"E";"PELES  (b.601)";"VAL DE FEDAA (b.698)";2,330;2,350;2,330;2,350;540;550;"00:15";"00:15";"PADON";"Canazei";
"E602";"SEZ. SAT ALTA VAL DI FASSA";"";"E";"ALBA - DELBA - parcheggo della Funivia Cimpac";"RIFUGIO CONTRIN (b.606-607-608)";1,500;2,016;1,500;2,016;4,830;4,910;"01:50";"01:30";"MARMOLADA - COLAC - BUFFAURE";"Canazei";
"E602A";"SEZ. SAT ALTA VAL DI FASSA";"";"T";"PIAN DE LA STELAS (b.605)";"OUTES DE CONTRIN (b.602)";1,495;1,590;1,495;1,590;600;610;"00:15";"00:10";"MARMOLADA - COLAC - BUFFAURE";"Canazei";
"E603";"RIF. MONZONI \"TORQUATO TARAMELLI\"";"";"E";"MALGA CROCEFISSO";"RIFUGIO MONZONI  \"T. TARAMELLI\" (b.604)";1,526;2,045;1,526;2,045;4,330;4,400;"01:40";"01:15";"VALACIA - MONZONI";"Pozza di Fassa";
"E603B";"SEZ. SAT S.U.S.A.T.";"";"EE";"pr. RIFUGIO MONZONI \"T. TARAMELLI\"  (b.603)";"PRE' DAL COMUN (b.624)";1,995;2,015;1,995;2,015;600;610;"00:15";"00:10";"VALACIA - MONZONI";"Pozza di Fassa";
"E604";"SEZ. SAT MOENA, RIF. MONZONI \"TORQUATO TARAMELLI\"";"";"E";"PAS DE SEN PELEGRIN (b.607-628-658)";"RIFUGIO MONZONI \"TORQUATO TARAMELLI\" (b.603)";1,919;2,045;1,919;2,528;6,590;6,730;"03:10";"03:00";"COSTABELLA - CIMA UOMO";"Pozza di Fassa, Moena";
"E604A";"SEZ. SAT MOENA";"VIA FERRATA A CIMA CAMPAGNACIA VF - EEA-F";"EEA-F";"PREALON (b.604)";"BANCH DE LA CAMPAGNACIA (b.637)";2,235;2,675;2,235;2,675;1,720;1,790;"01:40";"01:10";"COSTABELLA - CIMA UOMO";"Moena";
"E604B";"SEZ. SAT MOENA";"";"E";"VERSANTE S DE LA CAMPAGNACIA (b.604A)";"QUOTA 2460 (b.604)";2,358;2,460;2,358;2,460;860;870;"00:20";"00:15";"COSTABELLA - CIMA UOMO";"Moena";
"E605";"SEZ. SAT ALTA VAL DI FASSA";"";"E";"PENIA - LA SIA - pr. stazione autobus";"FEDAA RIF. \"ETTORE CASTIGLIONI\" (b.601-698)";1,495;2,054;1,495;2,054;6,500;6,590;"02:30";"02:00";"PADON";"Canazei";
"E606";"SEZ. SAT ALTA VAL DI FASSA";"VIA FERRATA DI FORCELLA MARMOLADA VF - EEA-D";"EEA-D";"RIFUGIO CONTRIN (b.602-607-608)";"RIFUGIO CAPANNA CIMA UNDICI";2,016;2,098;2,016;2,910;7,940;8,230;"05:20";"05:20";"MARMOLADA - COLAC - BUFFAURE";"Canazei, Pozza di Fassa";
"E607";"SEZ. SAT ALTA VAL DI FASSA, SEZ. SAT MOENA";"SENTIERO DE LE CIRELE";"E";"RIFUGIO CONTRIN (b.602-606-608)";"PAS DE SEN PELEGRIN (b.604-628-658)";2,016;1,919;1,919;2,683;10,600;10,780;"04:40";"04:40";"COSTABELLA - CIMA UOMO";"Pozza di Fassa, Soraga, Moena";
"E608";"SEZ. SAT POZZA DI FASSA, SEZ. SAT ALTA VAL DI FASSA";"";"E";"SAUCH - in Val Sèn Nicolò (b.640)";"RIFUGIO CONTRIN (b.602-606-607)";1,721;2,016;1,721;2,365;7,820;7,970;"03:30";"03:15";"MARMOLADA - COLAC - BUFFAURE";"Pozza di Fassa, Canazei";
"E609";"SEZ. SAT ALTA VAL DI FASSA, SEZ. SAT POZZA DI FASSA";"";"E";"VAL DE LE CIRELE (b.607)";"PRÈ DE CIAMP (b.608)";2,100;1,960;1,960;2,498;4,600;4,700;"02:45";"02:40";"COSTABELLA - CIMA UOMO";"Pozza di Fassa";
"E610";"SEZ. SAT ALTA VAL DI FASSA";"";"EE";"VAL ROSALIA (b.606)";"PAS DE OMBRETA - bivio 610-CAI (b.650)";2,400;2,702;2,400;2,702;1,300;1,340;"01:00";"00:45";"MARMOLADA - COLAC - BUFFAURE";"Pozza di Fassa";
"E612";"SEZ. SAT ALTA VAL DI FASSA";"";"EE";"BUS DE JEGOLE (b.607)";"PAS DE OMBRETOLA - bivio 612-CAI  (b.612B)";2,500;2,864;2,500;2,864;1,100;1,190;"01:00";"00:40";"MARMOLADA - COLAC - BUFFAURE";"Pozza di Fassa";
"E612B";"SEZ. SAT ALTA VAL DI FASSA";"";"EE";"PAS DE LE CIRELE  (b.607)";"PAS DE OMBRETOLA - bivio 612-CAI (b.612)";2,683;2,864;2,683;2,864;1,500;1,520;"00:50";"00:40";"MARMOLADA - COLAC - BUFFAURE";"Pozza di Fassa";
"E613";"SEZ. SAT POZZA DI FASSA, SEZ. SAT ALTA VAL DI FASSA";"SAA";"EEA";"BUFAURE (b.643)";"DORSALE PRE' DE CONTRIN (b.608)";2,035;2,338;2,035;2,509;8,200;8,340;"03:45";"03:40";"MARMOLADA - COLAC - BUFFAURE";"Pozza di Fassa, Canazei";
"E613B";"SEZ. SAT POZZA DI FASSA";"SENTIERO ATTREZZATO \"LINO PEDERIVA\" SAA";"EE";"SELA DAL BRUNECH (b.613-644)";"BASE SE SAS BIANCH (b.613)";2,428;2,390;2,390;2,480;2,700;2,720;"01:10";"01:10";"MARMOLADA - COLAC - BUFFAURE";"Pozza di Fassa, Canazei";
"E614";"SEZ. SAT MOENA";"TROI DEI SOLDAI";"EE";"PAS DE LUJIA (b.623-632-633-660)";"VALBONA - cabinovia  Lusia (b.622-625-632)";2,055;1,828;1,828;2,301;6,300;6,420;"03:00";"03:10";"VIEZZENA - BOCCHE";"Moena";
"E615";"SEZ. SAT POZZA DI FASSA";"SAA";"EE";"VAL DE SEN NICOLO' - pènt de Garnetè";"PALA DE VALACIA (b.624)";1,410;2,385;1,410;2,468;4,290;4,500;"03:20";"02:30";"VALACIA - MONZONI";"Pozza di Fassa";
"E615B";"SEZ. SAT POZZA DI FASSA";"";"E";"pr. PONT DI SERAI";"COSTON DE VALACIA (b.615)";1,552;1,740;1,552;1,740;1,100;1,130;"00:40";"00:30";"VALACIA - MONZONI";"Pozza di Fassa";
"E616";"SEZ. SAT MOENA";"";"EE";"TROI DE PALA - SORAGA AUTA";"LA COSTELA (b.616A-624)";1,260;2,510;1,260;2,530;7,300;7,490;"04:15";"03:00";"VALACIA - MONZONI";"Soraga, Moena, Pozza di Fassa";
"E616A";"SEZ. SAT O.C.";"VIA FERRATA \"BRUNO FEDERSPIEL\" VF - EEA-PD";"EEA-PD";"PAS DE LE SELE (b.604-637)";"LA COSTELA (b.616-624)";2,528;2,510;2,440;2,647;5,700;5,800;"03:50";"04:00";"VALACIA - MONZONI";"Soraga, Moena, Pozza di Fassa";
"E616B";"SEZ. SAT MOENA";"TROI DE TOAL DA MASCION";"E";"L FANCH - Val de Sen Pelegrin (b.625)";"SFORCELA DE RICOLETA (b.616A)";1,643;2,440;1,643;2,440;3,920;4,030;"02:40";"02:00";"VALACIA - MONZONI";"Pozza di Fassa, Moena";
"E617";"SEZ. SAT POZZA DI FASSA";"VIA FERRATA \"FRANCO GADOTTI\" VF - EEA-D";"EEA-D";"BIVACCO VALACIA - \"Donato Zeni\" (b.615)";"SELA DEL SAS DA LE DOUDES (b.630A)";2,100;2,405;2,100;2,405;1,700;1,740;"01:30";"01:20";"VALACIA - MONZONI";"Pozza di Fassa";
"E618";"SEZ. SAT ALTA VAL DI FASSA";"";"E";"pr. CAPANNA COL DE CIAMPIE' (b.605)";"COL DE BARANCHIES (b.619)";1,842;2,205;1,842;2,210;3,480;3,550;"02:10";"01:40";"MARMOLADA - COLAC - BUFFAURE";"Canazei";
"E619";"SEZ. SAT ALTA VAL DI FASSA";"";"EE";"PIAN TREVISAN - Villetta Maria (b.605)";"SFORCELA COL DE BOUSC  (b.606)";1,681;2,438;1,681;2,438;3,270;3,420;"02:30";"01:50";"MARMOLADA - COLAC - BUFFAURE";"Canazei";
"E620";"SEZ. SAT MOENA";"";"E";"SOMEDA";"COL DEL SISER (b.624)";1,276;1,852;1,276;2,114;4,930;5,110;"03:30";"03:00";"VALACIA - MONZONI";"Moena";
"E621";"PARCO NATURALE PANEVEGGIO PALE DI S. MARTINO";"";"E";"VAL DEI LAGHI (b.623)";"SFORCELA DE LUJIA (b.634-634A)";1,902;2,363;1,902;2,363;2,700;2,750;"01:45";"01:20";"VIEZZENA - BOCCHE";"Moena";
"E622";"SEZ. SAT MOENA";"";"E";"MOENA - PONT DE MUR";"REVERSC DE POZA- incrocio strada de la Rezila";1,165;1,650;1,140;2,140;9,670;9,860;"04:40";"04:15";"VIEZZENA - BOCCHE";"Moena";
"E623";"PARCO NATURALE PANEVEGGIO PALE DI S. MARTINO";"";"EE";"MALGA VALLAZZA (b.631)";"PAS DE LUJIA (b.614-632-633-660)";1,935;2,055;1,902;2,120;13,030;13,130;"04:10";"04:20";"VIEZZENA - BOCCHE";"Moena, Tonadico";
"E624";"RIF. MONZONI \"TORQUATO TARAMELLI\", SEZ. SAT MOENA";"";"E";"PIAN DI MUNCIOIGN - Monzoni (b.603)";"I RONC - Ronchi - km 3,8 SS 346";1,900;1,423;1,423;2,510;8,120;8,360;"04:15";"04:30";"VALACIA - MONZONI";"Pozza di Fassa, Moena";
"E624B";"SEZ. SAT MOENA";"";"EE";"MAGON - CIADIN BURT (b.624)";"SPIZ DEL MALINVERN (b.616A)";2,294;2,630;2,294;2,630;1,800;1,840;"01:00";"00:40";"VALACIA - MONZONI";"Pozza di Fassa, Moena";
"E625";"SEZ. SAT MOENA";"";"E";"L FANCH - Val de Sen Pelegrin (b.616B)";"VALBONA -cabinovia Alpe Lusia (b.614-622-632)";1,643;1,831;1,643;1,881;5,800;5,860;"02:10";"02:00";"VIEZZENA - BOCCHE";"Moena";
"E626";"PARCO NATURALE PANEVEGGIO PALE DI S. MARTINO";"";"E";"UFFICIO FORESTALE DI PANEVEGGIO";"LASTE' DI BOCCHE (b.628)";1,523;2,560;1,523;2,560;7,700;7,850;"03:30";"02:45";"VIEZZENA - BOCCHE";"Tonadico, Moena";
"E627";"RIF. BOÈ";"";"E";"PASSO PORDOI - JOUF DE PORDOI (b.601)";"RIFUGIO BOE' (b.638-647)";2,239;2,873;2,239;2,873;4,700;4,810;"02:30";"02:00";"SELLA";"Canazei";
